attack,base_total,capture_rate,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,trainer_id,id
30,270,190,30,1000000,0.6,40,Wingull,50,278,55,30,85,water,flying,9.5,3,0,461,279
50,440,45,100,1000000,1.2,60,Pelipper,50,279,95,70,65,water,flying,28,3,0,783,280
25,198,235,25,1250000,0.4,28,Ralts,50,280,45,35,40,psychic,fairy,6.6,3,0,571,281
35,278,120,35,1250000,0.8,38,Kirlia,50,281,65,55,50,psychic,fairy,20.2,3,0,114,282
85,618,45,65,1250000,1.6,68,Gardevoir,50,282,165,135,100,psychic,fairy,48.4,3,0,769,283
30,269,200,32,1000000,0.5,40,Surskit,50,283,50,52,65,bug,water,1.7,3,0,648,284
60,454,75,62,1000000,0.8,70,Masquerain,50,284,100,82,80,bug,flying,3.6,3,0,1064,285
40,295,255,60,1640000,0.4,60,Shroomish,50,285,40,60,35,grass,,4.5,3,0,736,286
130,460,90,80,1640000,1.2,60,Breloom,50,286,60,60,70,grass,fighting,39.2,3,0,378,287
60,280,255,60,1250000,0.8,60,Slakoth,50,287,35,35,30,normal,,24,3,0,1317,288
80,440,120,80,1250000,1.4,80,Vigoroth,50,288,55,55,90,normal,,46.5,3,0,422,289
160,670,45,100,1250000,2,150,Slaking,50,289,95,65,100,normal,,130.5,3,0,877,290
45,266,255,90,600000,0.5,31,Nincada,50,290,30,30,40,bug,ground,5.5,3,0,513,291
90,456,120,45,600000,0.8,61,Ninjask,50,291,50,50,160,bug,flying,12,3,0,72,292
90,236,45,45,600000,0.8,1,Shedinja,,292,30,30,40,bug,ghost,1.2,3,0,29,293
51,240,190,23,1059860,0.6,64,Whismur,50,293,51,23,28,normal,,16.3,3,0,6,294
71,360,120,43,1059860,1,84,Loudred,50,294,71,43,48,normal,,40.5,3,0,1062,295
91,490,45,63,1059860,1.5,104,Exploud,50,295,91,73,68,normal,,84,3,0,730,296
60,237,180,30,1640000,1,72,Makuhita,75.4,296,20,30,25,fighting,,86.4,3,0,248,297
120,474,200,60,1640000,2.3,144,Hariyama,75.4,297,40,60,50,fighting,,253.8,3,0,249,298
20,190,150,40,800000,0.2,50,Azurill,24.6,298,20,40,20,normal,fairy,2,3,0,1105,299
45,375,255,135,1000000,1,30,Nosepass,50,299,45,90,30,rock,,97,3,0,955,300
45,260,255,45,800000,0.6,50,Skitty,24.6,300,35,35,50,normal,,11,3,0,244,301
65,400,60,65,800000,1.1,70,Delcatty,24.6,301,55,55,90,normal,,32.6,3,0,465,302
85,480,45,125,1059860,0.5,50,Sableye,50,302,85,115,20,dark,ghost,11,3,0,376,303
105,480,45,125,800000,0.6,50,Mawile,50,303,55,95,50,steel,fairy,11.5,3,0,434,304
70,330,180,100,1250000,0.4,50,Aron,50,304,40,40,30,steel,rock,60,3,0,30,305
90,430,90,140,1250000,0.9,60,Lairon,50,305,50,50,40,steel,rock,120,3,0,810,306
140,630,45,230,1250000,2.1,70,Aggron,50,306,60,80,50,steel,rock,360,3,0,669,307
40,280,180,55,1000000,0.6,30,Meditite,50,307,40,55,60,fighting,psychic,11.2,3,0,61,308
100,510,90,85,1000000,1.3,60,Medicham,50,308,80,85,100,fighting,psychic,31.5,3,0,648,309
45,295,120,40,1250000,0.6,40,Electrike,50,309,65,40,65,electric,,15.2,3,0,154,310
75,575,45,80,1250000,1.5,70,Manectric,50,310,135,80,135,electric,,40.2,3,0,1125,311
50,405,200,40,1000000,0.4,60,Plusle,50,311,85,75,95,electric,,4.2,3,0,1234,312
40,405,200,50,1000000,0.4,60,Minun,50,312,75,85,95,electric,,4.2,3,0,340,313
73,430,150,75,600000,0.7,65,Volbeat,100,313,47,85,85,bug,,17.7,3,0,119,314
47,430,150,75,1640000,0.6,65,Illumise,0,314,73,85,85,bug,,17.7,3,0,1218,315
60,400,150,45,1059860,0.3,50,Roselia,50,315,100,80,65,grass,poison,2,3,0,1097,316
43,302,225,53,1640000,0.4,70,Gulpin,50,316,43,53,40,poison,,10.3,3,0,8,317
73,467,75,83,1640000,1.7,100,Swalot,50,317,73,83,55,poison,,80,3,0,1308,318
90,305,225,20,1250000,0.8,45,Carvanha,50,318,65,20,65,water,dark,20.8,3,0,566,319
140,560,60,70,1250000,1.8,70,Sharpedo,50,319,110,65,105,water,dark,88.8,3,0,930,320
70,400,125,35,1640000,2,130,Wailmer,50,320,70,35,60,water,,130,3,0,181,321
90,500,60,45,1640000,14.5,170,Wailord,50,321,90,45,60,water,,398,3,0,390,322
60,305,255,40,1000000,0.7,60,Numel,50,322,65,45,35,fire,ground,24,3,0,989,323
120,560,150,100,1000000,1.9,70,Camerupt,50,323,145,105,20,fire,ground,220,3,0,592,324
85,470,90,140,1000000,0.5,70,Torkoal,50,324,85,70,20,fire,,80.4,3,0,944,325
25,330,255,35,800000,0.7,60,Spoink,50,325,70,80,60,psychic,,30.6,3,0,375,326
45,470,60,65,800000,0.9,80,Grumpig,50,326,90,110,80,psychic,,71.5,3,0,1298,327
60,360,255,60,800000,1.1,60,Spinda,50,327,60,60,60,normal,,5,3,0,1106,328
100,290,255,45,1059860,0.7,45,Trapinch,50,328,45,45,10,ground,,15,3,0,319,329
70,340,120,50,1059860,1.1,50,Vibrava,50,329,50,50,70,ground,dragon,15.3,3,0,1059,330
100,520,45,80,1059860,2,80,Flygon,50,330,80,80,100,ground,dragon,82,3,0,59,331
85,335,190,40,1059860,0.4,50,Cacnea,50,331,85,40,35,grass,,51.3,3,0,981,332
115,475,60,60,1059860,1.3,70,Cacturne,50,332,115,60,55,grass,dark,77.4,3,0,211,333
40,310,255,60,600000,0.4,45,Swablu,50,333,40,75,50,normal,flying,1.2,3,0,193,334
110,590,45,110,600000,1.1,75,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0,353,335
115,458,90,60,600000,1.3,73,Zangoose,50,335,60,60,90,normal,,40.3,3,0,721,336
100,458,90,60,1640000,2.7,73,Seviper,50,336,100,60,65,poison,,52.5,3,0,107,337
55,460,45,65,800000,1,90,Lunatone,,337,95,85,70,rock,psychic,168,3,0,1048,338
95,460,45,85,800000,1.2,90,Solrock,,338,55,65,70,rock,psychic,154,3,0,975,339
48,288,190,43,1000000,0.4,50,Barboach,50,339,46,41,60,water,ground,1.9,3,0,1244,340
78,468,75,73,1000000,0.9,110,Whiscash,50,340,76,71,60,water,ground,23.6,3,0,842,341
80,308,205,65,1640000,0.6,43,Corphish,50,341,50,35,35,water,,11.5,3,0,1105,342
120,468,155,85,1640000,1.1,63,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0,555,343
40,300,255,55,1000000,0.5,40,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0,1213,344
70,500,90,105,1000000,1.5,60,Claydol,,344,70,120,75,ground,psychic,108,3,0,188,345
41,355,45,77,600000,1,66,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0,434,346
81,495,45,97,600000,1.5,86,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0,1158,347
95,355,45,50,600000,0.7,45,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0,7,348
125,495,45,100,600000,1.5,75,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0,575,349
15,200,255,20,600000,0.6,20,Feebas,50,349,10,55,80,water,,7.4,3,0,326,350
60,540,60,79,600000,6.2,95,Milotic,50,350,100,125,81,water,,162,3,0,292,351
70,420,45,70,1000000,0.3,70,Castform,50,351,70,70,70,normal,,0.8,3,0,35,352
90,440,200,70,1059860,1,60,Kecleon,50,352,60,120,40,normal,,22,3,0,1085,353
75,295,225,35,800000,0.6,44,Shuppet,50,353,63,33,45,ghost,,2.3,3,0,914,354
165,555,45,75,800000,1.1,64,Banette,50,354,93,83,75,ghost,,12.5,3,0,928,355
40,295,190,90,800000,0.8,20,Duskull,50,355,30,90,25,ghost,,15,3,0,896,356
70,455,90,130,800000,1.6,40,Dusclops,50,356,60,130,25,ghost,,30.6,3,0,862,357
68,460,200,83,1250000,2,99,Tropius,50,357,72,87,51,grass,flying,100,3,0,1131,358
50,455,45,80,800000,0.6,75,Chimecho,50,358,95,90,65,psychic,,1,3,0,1106,359
150,565,30,60,1059860,1.2,65,Absol,50,359,115,60,115,dark,,47,3,0,682,360
23,260,125,48,1000000,0.6,95,Wynaut,50,360,23,48,23,psychic,,14,3,0,36,361
50,300,190,50,1000000,0.7,50,Snorunt,50,361,50,50,50,ice,,16.8,3,0,799,362
120,580,75,80,1000000,1.5,80,Glalie,50,362,120,80,100,ice,,256.5,3,0,523,363
40,290,255,50,1059860,0.8,70,Spheal,50,363,55,50,25,ice,water,39.5,3,0,922,364
60,410,120,70,1059860,1.1,90,Sealeo,50,364,75,70,45,ice,water,87.6,3,0,892,365
80,530,45,90,1059860,1.4,110,Walrein,50,365,95,90,65,ice,water,150.6,3,0,357,366
64,345,255,85,600000,0.4,35,Clamperl,50,366,74,55,32,water,,52.5,3,0,595,367
104,485,60,105,600000,1.7,55,Huntail,50,367,94,75,52,water,,27,3,0,767,368
84,485,60,105,600000,1.8,55,Gorebyss,50,368,114,75,52,water,,22.6,3,0,807,369
90,485,25,130,1250000,1,100,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0,641,370
30,330,225,55,800000,0.6,43,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0,1246,371
75,300,45,60,1250000,0.6,45,Bagon,50,371,40,30,50,dragon,,42.1,3,0,460,372
95,420,45,100,1250000,1.1,65,Shelgon,50,372,60,50,50,dragon,,110.5,3,0,227,373
145,700,45,130,1250000,1.5,95,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0,559,374
55,300,3,80,1250000,0.6,40,Beldum,,374,35,60,30,steel,psychic,95.2,3,0,9,375
75,420,3,100,1250000,1.2,60,Metang,,375,55,80,50,steel,psychic,202.5,3,0,228,376
145,700,3,150,1250000,1.6,80,Metagross,,376,105,110,110,steel,psychic,550,3,0,752,377
100,580,3,200,1250000,1.7,80,Regirock,,377,50,100,50,rock,,230,3,1,1186,378
50,580,3,100,1250000,1.8,80,Regice,,378,100,200,50,ice,,175,3,1,851,379
75,580,3,150,1250000,1.9,80,Registeel,,379,75,150,50,steel,,205,3,1,246,380
100,700,3,120,1250000,1.4,80,Latias,0,380,140,150,110,dragon,psychic,40,3,1,539,381
130,700,3,100,1250000,2,80,Latios,100,381,160,120,110,dragon,psychic,60,3,1,1288,382
150,770,3,90,1250000,4.5,100,Kyogre,,382,180,160,90,water,,352,3,1,53,383
180,770,3,160,1250000,3.5,100,Groudon,,383,150,90,90,ground,,950,3,1,1254,384
180,780,45,100,1250000,7,105,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1,1266,385
100,600,3,100,1250000,0.3,100,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1,1062,386
95,600,3,90,1250000,1.7,50,Deoxys,,386,95,90,180,psychic,,60.8,3,1,291,387
68,318,45,64,1059860,0.4,55,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0,551,388
89,405,45,85,1059860,1.1,75,Grotle,88.1,388,55,65,36,grass,,97,4,0,1299,389
109,525,45,105,1059860,2.2,95,Torterra,88.1,389,75,85,56,grass,ground,310,4,0,459,390
58,309,45,44,1059860,0.5,44,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0,236,391
78,405,45,52,1059860,0.9,64,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0,1245,392
104,534,45,71,1059860,1.2,76,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0,1210,393
51,314,45,53,1059860,0.4,53,Piplup,88.1,393,61,56,40,water,,5.2,4,0,630,394
66,405,45,68,1059860,0.8,64,Prinplup,88.1,394,81,76,50,water,,23,4,0,572,395
86,530,45,88,1059860,1.7,84,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0,703,396
55,245,255,30,1059860,0.3,40,Starly,50,396,30,30,60,normal,flying,2,4,0,649,397
75,340,120,50,1059860,0.6,55,Staravia,50,397,40,40,80,normal,flying,15.5,4,0,1036,398
120,485,45,70,1059860,1.2,85,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0,24,399
45,250,255,40,1000000,0.5,59,Bidoof,50,399,35,40,31,normal,,20,4,0,519,400
85,410,127,60,1000000,1,79,Bibarel,50,400,55,60,71,normal,water,31.5,4,0,88,401
25,194,255,41,1059860,0.3,37,Kricketot,50,401,25,41,25,bug,,2.2,4,0,38,402
85,384,45,51,1059860,1,77,Kricketune,50,402,55,51,65,bug,,25.5,4,0,844,403
65,263,235,34,1059860,0.5,45,Shinx,50,403,40,34,45,electric,,9.5,4,0,98,404
85,363,120,49,1059860,0.9,60,Luxio,50,404,60,49,60,electric,,30.5,4,0,964,405
120,523,45,79,1059860,1.4,80,Luxray,50,405,95,79,70,electric,,42,4,0,1212,406
30,280,255,35,1059860,0.2,40,Budew,50,406,50,70,55,grass,poison,1.2,4,0,408,407
70,515,75,65,1059860,0.9,60,Roserade,50,407,125,105,90,grass,poison,14.5,4,0,4,408
125,350,45,40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0,619,409
165,495,45,60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0,1215,410
42,350,45,118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0,1173,411
52,495,45,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,859,412
29,224,120,45,1000000,0.2,40,Burmy,50,412,29,45,36,bug,,3.4,4,0,261,413
69,424,45,95,1000000,0.5,60,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0,60,414
94,424,45,50,1000000,0.9,70,Mothim,100,414,94,50,66,bug,flying,23.3,4,0,813,415
30,244,120,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,625,416
80,474,45,102,1059860,1.2,70,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0,726,417
45,405,200,70,1000000,0.4,60,Pachirisu,50,417,45,90,95,electric,,3.9,4,0,1204,418
65,330,190,35,1000000,0.7,55,Buizel,50,418,60,30,85,water,,29.5,4,0,423,419
105,495,75,55,1000000,1.1,85,Floatzel,50,419,85,50,115,water,,33.5,4,0,585,420
35,275,190,45,1000000,0.4,45,Cherubi,50,420,62,53,35,grass,,3.3,4,0,393,421
60,450,75,70,1000000,0.5,70,Cherrim,50,421,87,78,85,grass,,9.3,4,0,199,422
48,325,190,48,1000000,0.3,76,Shellos,50,422,57,62,34,water,,6.3,4,0,1321,423
83,475,75,68,1000000,0.9,111,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0,329,424
100,482,45,66,800000,1.2,75,Ambipom,50,424,60,66,115,normal,,20.3,4,0,21,425
50,348,125,34,1640000,0.4,90,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0,612,426
80,498,60,44,1640000,1.2,150,Drifblim,50,426,90,54,80,ghost,flying,15,4,0,51,427
66,350,190,44,1000000,0.4,55,Buneary,50,427,44,56,85,normal,,5.5,4,0,88,428
136,580,60,94,1000000,1.2,65,Lopunny,50,428,54,96,135,normal,,33.3,4,0,464,429
60,495,45,60,800000,0.9,60,Mismagius,50,429,105,105,105,ghost,,4.4,4,0,1321,430
125,505,30,52,1059860,0.9,100,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0,454,431
55,310,190,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0,1115,432
82,452,75,64,800000,1,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,755,433
30,285,120,50,800000,0.2,45,Chingling,50,433,65,50,45,psychic,,0.6,4,0,505,434
63,329,225,47,1000000,0.4,63,Stunky,50,434,41,41,74,poison,dark,19.2,4,0,878,435
93,479,60,67,1000000,1,103,Skuntank,50,435,71,61,84,poison,dark,38,4,0,531,436
24,300,255,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,404,437
89,500,90,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187,4,0,227,438
80,290,255,95,1000000,0.5,50,Bonsly,50,438,10,45,10,rock,,15,4,0,498,439
25,310,145,45,1000000,0.6,20,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0,1326,440
5,220,130,5,800000,0.6,100,Happiny,0,440,15,65,30,normal,,24.4,4,0,939,441
65,411,30,45,1059860,0.5,76,Chatot,50,441,92,42,91,normal,flying,1.9,4,0,199,442
92,485,100,108,1000000,1,50,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0,319,443
70,300,45,45,1250000,0.7,58,Gible,50,443,40,45,42,dragon,ground,20.5,4,0,799,444
90,410,45,65,1250000,1.4,68,Gabite,50,444,50,55,82,dragon,ground,56,4,0,1176,445
170,700,45,115,1250000,1.9,108,Garchomp,50,445,120,95,92,dragon,ground,95,4,0,1254,446
85,390,50,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105,4,0,581,447
70,285,75,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0,909,448
145,625,45,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0,361,449
72,330,140,78,1250000,0.8,68,Hippopotas,50,449,38,42,32,ground,,49.5,4,0,673,450
112,525,60,118,1250000,2,108,Hippowdon,50,450,68,72,47,ground,,300,4,0,517,451
50,330,120,90,1250000,0.8,40,Skorupi,50,451,30,55,65,poison,bug,12,4,0,958,452
90,500,45,110,1250000,1.3,70,Drapion,50,452,60,75,95,poison,dark,61.5,4,0,492,453
61,300,140,40,1000000,0.7,48,Croagunk,50,453,61,40,50,poison,fighting,23,4,0,1254,454
106,490,75,65,1000000,1.3,83,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0,854,455
100,454,200,72,1250000,1.4,74,Carnivine,50,455,90,72,46,grass,,27,4,0,928,456
49,330,190,56,600000,0.4,49,Finneon,50,456,49,61,66,water,,7,4,0,492,457
69,460,75,76,600000,1.2,69,Lumineon,50,457,69,86,91,water,,24,4,0,1327,458
20,345,25,50,1250000,1,45,Mantyke,50,458,60,120,50,water,flying,65,4,0,783,459
62,334,120,50,1250000,1,60,Snover,50,459,62,60,40,grass,ice,50.5,4,0,579,460
132,594,60,105,1250000,2.2,90,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0,587,461
120,510,45,65,1059860,1.1,70,Weavile,50,461,45,85,125,dark,ice,34,4,0,478,462
70,535,30,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180,4,0,1336,463
85,515,30,95,1000000,1.7,110,Lickilicky,50,463,80,95,50,normal,,140,4,0,316,464
140,535,30,130,1250000,2.4,115,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0,966,465
100,535,30,125,1000000,2,100,Tangrowth,50,465,110,50,50,grass,,128.6,4,0,826,466
123,540,30,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,159,467
95,540,30,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68,4,0,1094,468
50,545,30,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0,854,469
76,515,30,86,1000000,1.9,86,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0,175,470
110,525,45,130,1000000,1,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,706,471
60,525,45,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,1214,472
95,510,30,125,1059860,2,75,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0,1035,473
130,530,50,80,1250000,2.5,110,Mamoswine,50,473,70,60,80,ice,ground,291,4,0,1119,474
80,535,30,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34,4,0,203,475
165,618,45,95,1250000,1.6,68,Gallade,100,475,65,115,110,psychic,fighting,52,4,0,325,476
55,525,60,145,1000000,1.4,60,Probopass,50,476,75,150,40,rock,steel,340,4,0,593,477
100,525,45,135,800000,2.2,45,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0,168,478
80,480,75,70,1000000,1.3,70,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0,688,479
65,520,45,107,1000000,0.3,50,Rotom,,479,105,107,86,electric,ghost,0.3,4,0,1154,480
75,580,3,130,1250000,0.3,75,Uxie,,480,75,130,95,psychic,,0.3,4,1,1321,481
105,580,3,105,1250000,0.3,80,Mesprit,,481,105,105,80,psychic,,0.3,4,1,636,482
125,580,3,70,1250000,0.3,75,Azelf,,482,125,70,115,psychic,,0.3,4,1,1081,483
120,680,3,120,1250000,5.4,100,Dialga,,483,150,100,90,steel,dragon,683,4,1,1043,484
120,680,3,100,1250000,4.2,90,Palkia,,484,150,120,100,water,dragon,336,4,1,39,485
90,600,3,106,1250000,1.7,91,Heatran,50,485,130,106,77,fire,steel,430,4,1,656,486
160,670,3,110,1250000,3.7,110,Regigigas,,486,80,110,100,normal,,420,4,1,565,487
120,680,3,100,1250000,4.5,150,Giratina,,487,120,100,90,ghost,dragon,750,4,1,149,488
70,600,3,120,1250000,1.5,120,Cresselia,0,488,75,130,85,psychic,,85.6,4,1,234,489
80,480,30,80,1250000,0.4,80,Phione,,489,80,80,80,water,,3.1,4,0,493,490
100,600,3,100,1250000,0.3,100,Manaphy,,490,100,100,100,water,,1.4,4,1,440,491
90,600,3,90,1250000,1.5,70,Darkrai,,491,135,90,125,dark,,50.5,4,1,956,492
103,600,45,75,1059860,0.2,100,Shaymin,,492,120,75,127,grass,grass,2.1,4,1,188,493
120,720,3,120,1250000,3.2,120,Arceus,,493,120,120,120,normal,,320,4,1,786,494
100,600,3,100,1250000,0.4,100,Victini,,494,100,100,100,psychic,fire,4,5,1,178,495
45,308,45,55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,,8.1,5,0,285,496
60,413,45,75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,,16,5,0,1109,497
75,528,45,95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,,63,5,0,1012,498
63,308,45,45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,,9.9,5,0,845,499
93,418,45,55,1059860,1,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,58,500
123,528,45,65,1059860,1.6,110,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0,957,501
55,308,45,45,1059860,0.5,55,Oshawott,88.1,501,63,45,45,water,,5.9,5,0,259,502
75,413,45,60,1059860,0.8,75,Dewott,88.1,502,83,60,60,water,,24.5,5,0,637,503
100,528,45,85,1059860,1.5,95,Samurott,88.1,503,108,70,70,water,,94.6,5,0,1130,504
55,255,255,39,1000000,0.5,45,Patrat,50,504,35,39,42,normal,,11.6,5,0,1011,505
85,420,255,69,1000000,1.1,60,Watchog,50,505,60,69,77,normal,,27,5,0,1016,506
60,275,255,45,1059860,0.4,45,Lillipup,50,506,25,45,55,normal,,4.1,5,0,1160,507
80,370,120,65,1059860,0.9,65,Herdier,50,507,35,65,60,normal,,14.7,5,0,60,508
110,500,45,90,1059860,1.2,85,Stoutland,50,508,45,90,80,normal,,61,5,0,204,509
50,281,255,37,1000000,0.4,41,Purrloin,50,509,50,37,66,dark,,10.1,5,0,1174,510
88,446,90,50,1000000,1.1,64,Liepard,50,510,88,50,106,dark,,37.5,5,0,359,511
53,316,190,48,1000000,0.6,50,Pansage,88.1,511,53,48,64,grass,,10.5,5,0,1316,512
98,498,75,63,1000000,1.1,75,Simisage,88.1,512,98,63,101,grass,,30.5,5,0,688,513
53,316,190,48,1000000,0.6,50,Pansear,88.1,513,53,48,64,fire,,11,5,0,627,514
98,498,75,63,1000000,1,75,Simisear,88.1,514,98,63,101,fire,,28,5,0,1068,515
53,316,190,48,1000000,0.6,50,Panpour,88.1,515,53,48,64,water,,13.5,5,0,428,516
98,498,75,63,1000000,1,75,Simipour,88.1,516,98,63,101,water,,29,5,0,484,517
25,292,190,45,800000,0.6,76,Munna,50,517,67,55,24,psychic,,23.3,5,0,1006,518
55,487,75,85,800000,1.1,116,Musharna,50,518,107,95,29,psychic,,60.5,5,0,401,519
55,264,255,50,1059860,0.3,50,Pidove,50,519,36,30,43,normal,flying,2.1,5,0,929,520
77,358,120,62,1059860,0.6,62,Tranquill,50,520,50,42,65,normal,flying,15,5,0,582,521
115,488,45,80,1059860,1.2,80,Unfezant,50,521,65,55,93,normal,flying,29,5,0,609,522
60,295,190,32,1000000,0.8,45,Blitzle,50,522,50,32,76,electric,,29.8,5,0,109,523
100,497,75,63,1000000,1.6,75,Zebstrika,50,523,80,63,116,electric,,79.5,5,0,1189,524
75,280,255,85,1059860,0.4,55,Roggenrola,50,524,25,25,15,rock,,18,5,0,12,525
105,390,120,105,1059860,0.9,70,Boldore,50,525,50,40,20,rock,,102,5,0,14,526
135,515,45,130,1059860,1.7,85,Gigalith,50,526,60,80,25,rock,,260,5,0,1329,527
45,323,190,43,1000000,0.4,65,Woobat,50,527,55,43,72,psychic,flying,2.1,5,0,1007,528
57,425,45,55,1000000,0.9,67,Swoobat,50,528,77,55,114,psychic,flying,10.5,5,0,318,529
85,328,120,40,1000000,0.3,60,Drilbur,50,529,30,45,68,ground,,8.5,5,0,1005,530
135,508,60,60,1000000,0.7,110,Excadrill,50,530,50,65,88,ground,steel,40.4,5,0,1052,531
60,545,255,126,800000,1.1,103,Audino,50,531,80,126,50,normal,,31,5,0,289,532
80,305,180,55,1059860,0.6,75,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0,775,533
105,405,90,85,1059860,1.2,85,Gurdurr,75.4,533,40,50,40,fighting,,40,5,0,1236,534
140,505,45,95,1059860,1.4,105,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0,919,535
50,294,255,40,1059860,0.5,50,Tympole,50,535,50,40,64,water,,4.5,5,0,808,536
65,384,120,55,1059860,0.8,75,Palpitoad,50,536,65,55,69,water,ground,17,5,0,701,537
95,509,45,75,1059860,1.5,105,Seismitoad,50,537,85,75,74,water,ground,62,5,0,812,538
100,465,45,85,1000000,1.3,120,Throh,100,538,30,85,45,fighting,,55.5,5,0,988,539
125,465,45,75,1000000,1.4,75,Sawk,100,539,30,75,85,fighting,,51,5,0,375,540
53,310,255,70,1059860,0.3,45,Sewaddle,50,540,40,60,42,bug,grass,2.5,5,0,225,541
63,380,120,90,1059860,0.5,55,Swadloon,50,541,50,80,42,bug,grass,7.3,5,0,324,542
103,500,45,80,1059860,1.2,75,Leavanny,50,542,70,80,92,bug,grass,20.5,5,0,983,543
45,260,255,59,1059860,0.4,30,Venipede,50,543,30,39,57,bug,poison,5.3,5,0,517,544
55,360,120,99,1059860,1.2,40,Whirlipede,50,544,40,79,47,bug,poison,58.5,5,0,870,545
100,485,45,89,1059860,2.5,60,Scolipede,50,545,55,69,112,bug,poison,200.5,5,0,755,546
27,280,190,60,1000000,0.3,40,Cottonee,50,546,37,50,66,grass,fairy,0.6,5,0,675,547
67,480,75,85,1000000,0.7,60,Whimsicott,50,547,77,75,116,grass,fairy,6.6,5,0,70,548
35,280,190,50,1000000,0.5,45,Petilil,0,548,70,50,30,grass,,6.6,5,0,180,549
60,480,75,75,1000000,1.1,70,Lilligant,0,549,110,75,90,grass,,16.3,5,0,196,550
92,460,25,65,1000000,1,70,Basculin,50,550,80,55,98,water,,18,5,0,1211,551
72,292,180,35,1059860,0.7,50,Sandile,50,551,35,35,65,ground,dark,15.2,5,0,17,552
82,351,90,45,1059860,1,60,Krokorok,50,552,45,45,74,ground,dark,33.4,5,0,1021,553
117,519,45,80,1059860,1.5,95,Krookodile,50,553,65,70,92,ground,dark,96.3,5,0,879,554
90,315,120,45,1059860,0.6,70,Darumaka,50,554,15,45,50,fire,,37.5,5,0,162,555
